,uJAVA,F0378,F0395,F0410,F0430,gSDSS,F0515,rSDSS,F0660,iSDSS,F0861,zSDSS
131,21.159780288340826,20.75799269750405,20.542800475990376,20.54867016975897,20.00856309929783,19.23787419153878,18.80520179333766,18.28397657866857,18.13399357376435,17.851586725631016,17.62208725171338,17.548099721512145
132,20.02107547380435,19.621971160400015,19.390830652359824,19.40546636645618,18.849419100880482,18.0739533843223,17.638981400398276,17.105350844896034,16.95431692606711,16.662592867350185,16.428087175730703,16.352713120320626
133,19.00572287297956,18.687744994563054,18.434488756913257,18.416015449324167,17.74402512872653,17.091525212897928,16.67387859303881,16.1481470650307,16.034775163667263,15.715066129541986,15.484517120498442,15.412978783343878
134,18.551617867600395,18.264390357804533,18.053602423599738,17.994995104672974,17.28291958020535,16.69977065512018,16.297197158612537,15.796378495003765,15.690514084336488,15.387056444148124,15.166381028006974,15.10090617686405
135,17.705498100313694,17.401188112522135,17.232340394468213,17.080023447763995,16.34494240034933,15.79528760202959,15.409614980395718,14.87502393669532,14.757495539891332,14.44101506042778,14.207608708218686,14.138592359221644
136,20.36633412789535,19.9481931311865,19.701004377971508,19.743922045284553,19.159559864273575,18.33330354735511,17.881808839309446,17.330848716641686,17.171645264854995,16.871815090584864,16.629504219857047,16.550255221023995
137,16.099293369713553,15.7711518689541,15.754543129684889,15.041322186709802,14.782656504643386,14.176047570555086,13.917197917676173,13.330038529709016,13.213066275929965,12.896345153507763,12.711255049073575,12.598301190655281
138,19.915245040820945,19.546683281479336,19.281816006300986,19.3174841681022,18.732189325422034,17.99150509821324,17.565380920049147,17.040557482466618,16.901174010108544,16.609136669661673,16.380789221430124,16.307700645590018
139,19.31997449456992,18.959504984401725,18.680221721988087,18.72318220755657,18.1235264504008,17.385367184934072,16.958912284476003,16.432743777114727,16.296293154042043,16.001025777155952,15.772807582137336,15.699621366308389
140,19.630101432601904,19.337402482594065,19.127282789829636,19.083197869650526,18.263787255563702,17.676100408928317,17.260309528927923,16.730342152132486,16.61847564867393,16.29453657878773,16.05779289465834,15.987749550706013
