Wavelength (AA)	Flux (erg s-1 cm-2 A-1)
7644.644644644645	1.478707966655943e-16
7652.652652652653	1.4720050142204873e-16
7660.660660660661	1.4587505708666562e-16
7668.668668668669	1.4391796818658718e-16
7676.676676676677	1.46047390413652e-16
7684.684684684685	1.4356110578838368e-16
7692.6926926926935	1.4391809036777026e-16
7700.700700700701	1.4402808643895572e-16
7708.708708708709	1.4497186615857736e-16
7716.716716716717	1.4604001086950108e-16
7724.724724724725	1.485013999249541e-16
7732.732732732733	1.4859195014791767e-16
7740.740740740741	1.4857434676304658e-16
7748.748748748749	1.4676998580288492e-16
7756.756756756758	1.4623032319787717e-16
7764.7647647647655	1.457796997315032e-16
7772.772772772773	1.468031068057387e-16
7780.780780780781	1.457548919998809e-16
7788.788788788789	1.4552682911449922e-16
7796.796796796797	1.4708964637544508e-16
7804.804804804805	1.4884870212279512e-16
7812.812812812813	1.47663354848108e-16
7820.820820820822	1.4429389554645999e-16
7828.8288288288295	1.4863133665225797e-16
7836.836836836837	1.4876256989428308e-16
7844.844844844845	1.4690408365412787e-16
7852.852852852853	1.4538650851452336e-16
7860.860860860861	1.4385677038503606e-16
7868.868868868869	1.4530563899336555e-16
7876.876876876878	1.4648604536795287e-16
7884.884884884886	1.4758332556287222e-16
7892.8928928928935	1.5082483254377958e-16
7900.900900900901	1.4929214744145357e-16
7908.908908908909	1.4356761668467044e-16
7916.916916916917	1.4115053284802195e-16
7924.924924924925	1.424062846951031e-16
7932.932932932933	1.4372695993205948e-16
7940.940940940942	1.3791741463449987e-16
7948.94894894895	1.3553740927278061e-16
7956.956956956958	1.3771804254291552e-16
7964.9649649649655	1.3760560613420622e-16
7972.972972972973	1.3799831982554142e-16
7980.980980980981	1.3749378241766023e-16
7988.988988988989	1.3638125460362434e-16
7996.996996996997	1.3789841486126951e-16
8005.005005005006	1.3870640198505154e-16
8013.013013013014	1.3969549311868604e-16
8021.021021021022	1.4140079211472329e-16
8029.0290290290295	1.3881691924855168e-16
8037.037037037037	1.4081507812729355e-16
8045.045045045045	1.3982659779160442e-16
8053.053053053053	1.3734223926342124e-16
8061.061061061061	1.3664833605612507e-16
8069.06906906907	1.39467343268818e-16
8077.077077077078	1.390621446280024e-16
8085.085085085086	1.41281908497757e-16
8093.093093093094	1.43312007413293e-16
8101.101101101101	1.449202351240161e-16
8109.109109109109	1.4459762320106602e-16
8117.117117117117	1.4312250037269188e-16
8125.125125125125	1.4335139765895113e-16
8133.133133133134	1.4433248878271824e-16
8141.141141141142	1.4523394027402817e-16
8149.14914914915	1.46627103321803e-16
8157.157157157158	1.446020610413614e-16
8165.1651651651655	1.4132040993412617e-16
8173.173173173173	1.4226497101901496e-16
8181.181181181181	1.4618771028277215e-16
8189.18918918919	1.4654516136306112e-16
8197.197197197198	1.4605762168486922e-16
8205.205205205206	1.4555678379082035e-16
8213.213213213214	1.4594128150133478e-16
8221.221221221222	1.48986094692878e-16
8229.22922922923	1.4950699438935632e-16
8237.237237237237	1.4878934535251723e-16
8245.245245245245	1.487725293924799e-16
8253.253253253253	1.5147441365055446e-16
8261.261261261261	1.555493129783739e-16
8269.269269269269	1.553391116517713e-16
8277.277277277277	1.516417079795064e-16
8285.285285285285	1.532743460928249e-16
8293.293293293293	1.5516146631462225e-16
8301.3013013013	1.5380429356014435e-16
8309.309309309308	1.5178002989125303e-16
8317.317317317318	1.532543509948705e-16
8325.325325325326	1.562528240729206e-16
8333.333333333334	1.562093604681236e-16
8341.341341341342	1.5473563135252206e-16
8349.34934934935	1.5724016801231175e-16
8357.357357357358	1.561332190145149e-16
8365.365365365366	1.5598927579059e-16
8373.373373373373	1.563500842764424e-16
8381.381381381383	1.567825685418629e-16
8389.389389389391	1.5677346634614291e-16
8397.397397397399	1.5447489512407693e-16
8405.405405405407	1.5699053193433771e-16
8413.413413413415	1.5644879043409409e-16
8421.421421421423	1.5871508469222916e-16
8429.42942942943	1.5873473538612917e-16
8437.437437437438	1.5894395922697794e-16
8445.445445445446	1.6047401094062287e-16
8453.453453453454	1.5983592564923434e-16
8461.461461461462	1.580950256717573e-16
8469.46946946947	1.5683107699416166e-16
8477.477477477478	1.5631128263346583e-16
8485.485485485486	1.5588944429973163e-16
8493.493493493494	1.563564307257156e-16
8501.501501501501	1.5383424861516725e-16
8509.50950950951	1.5317650751907786e-16
8517.517517517517	1.531015814837768e-16
8525.525525525525	1.517359442361541e-16
8533.533533533533	1.5171170686409313e-16
8541.541541541541	1.5126882322597349e-16
8549.549549549549	1.5235408494678793e-16
8557.557557557557	1.5129771574261976e-16
8565.565565565566	1.509334366676179e-16
8573.573573573574	1.5013759506835554e-16
